Year,Series,Province,County,Municipality,Units,GeoCode,Value
2016,Forest area as a proportion of total area,,,Fruiz,PT,Fruiz,46.8
2019,Forest area as a proportion of total area,,,Fruiz,PT,Fruiz,46.5
2022,Forest area as a proportion of total area,,,Fruiz,PT,Fruiz,46.9
2010,Forest area as a proportion of total area,,,Fruiz,PT,Fruiz,45.2
2020,Forest area as a proportion of total area,,,Fruiz,PT,Fruiz,46.8
2016,Forest area as a proportion of total area,,,Gabiria,PT,Gabiria,64.9
2022,Forest area as a proportion of total area,,,Gabiria,PT,Gabiria,63.6
2018,Forest area as a proportion of total area,,,Gabiria,PT,Gabiria,63.2
2010,Forest area as a proportion of total area,,,Gabiria,PT,Gabiria,65.7
2020,Forest area as a proportion of total area,,,Gabiria,PT,Gabiria,63.2
2019,Forest area as a proportion of total area,,,Gabiria,PT,Gabiria,63.1
2021,Forest area as a proportion of total area,,,Gabiria,PT,Gabiria,63.5
2010,Forest area as a proportion of total area,,,Gaintza,PT,Gaintza,66.5
2018,Forest area as a proportion of total area,,,Gaintza,PT,Gaintza,65.6
2020,Forest area as a proportion of total area,,,Gaintza,PT,Gaintza,65.6
2022,Forest area as a proportion of total area,,,Gaintza,PT,Gaintza,65.6
2019,Forest area as a proportion of total area,,,Gaintza,PT,Gaintza,65.6
2021,Forest area as a proportion of total area,,,Gaintza,PT,Gaintza,65.6
2016,Forest area as a proportion of total area,,,Gaintza,PT,Gaintza,67.8
2020,Forest area as a proportion of total area,,,Galdakao,PT,Galdakao,60.1
2016,Forest area as a proportion of total area,,,Galdakao,PT,Galdakao,60.1
2019,Forest area as a proportion of total area,,,Galdakao,PT,Galdakao,59.9
2022,Forest area as a proportion of total area,,,Galdakao,PT,Galdakao,61.0
2010,Forest area as a proportion of total area,,,Galdakao,PT,Galdakao,59.1
2018,Forest area as a proportion of total area,,,Galdakao,PT,Galdakao,59.9
2021,Forest area as a proportion of total area,,,Galdakao,PT,Galdakao,61.2
2010,Forest area as a proportion of total area,,,Galdames,PT,Galdames,62.8
2018,Forest area as a proportion of total area,,,Galdames,PT,Galdames,61.4
2020,Forest area as a proportion of total area,,,Galdames,PT,Galdames,61.8
2019,Forest area as a proportion of total area,,,Galdames,PT,Galdames,61.5
2021,Forest area as a proportion of total area,,,Galdames,PT,Galdames,62.0
2016,Forest area as a proportion of total area,,,Galdames,PT,Galdames,62.2
2022,Forest area as a proportion of total area,,,Galdames,PT,Galdames,62.0
2010,Forest area as a proportion of total area,,,Gamiz-Fika,PT,Gamiz-Fika,44.7
2016,Forest area as a proportion of total area,,,Gamiz-Fika,PT,Gamiz-Fika,46.3
2022,Forest area as a proportion of total area,,,Gamiz-Fika,PT,Gamiz-Fika,46.2
2021,Forest area as a proportion of total area,,,Gamiz-Fika,PT,Gamiz-Fika,46.2
2018,Forest area as a proportion of total area,,,Gamiz-Fika,PT,Gamiz-Fika,45.8
2020,Forest area as a proportion of total area,,,Gamiz-Fika,PT,Gamiz-Fika,46.4
2019,Forest area as a proportion of total area,,,Gamiz-Fika,PT,Gamiz-Fika,45.6
2016,Forest area as a proportion of total area,,,Garai,PT,Garai,71.9
2019,Forest area as a proportion of total area,,,Garai,PT,Garai,70.4
2022,Forest area as a proportion of total area,,,Garai,PT,Garai,71.3
2021,Forest area as a proportion of total area,,,Garai,PT,Garai,71.2
2018,Forest area as a proportion of total area,,,Garai,PT,Garai,70.3
2010,Forest area as a proportion of total area,,,Garai,PT,Garai,75.8
2020,Forest area as a proportion of total area,,,Garai,PT,Garai,71.2
2022,Forest area as a proportion of total area,,,Gatika,PT,Gatika,42.8
2021,Forest area as a proportion of total area,,,Gatika,PT,Gatika,42.8
2019,Forest area as a proportion of total area,,,Gatika,PT,Gatika,39.8
2016,Forest area as a proportion of total area,,,Gatika,PT,Gatika,40.0
2010,Forest area as a proportion of total area,,,Gatika,PT,Gatika,40.6
2020,Forest area as a proportion of total area,,,Gatika,PT,Gatika,42.1
2018,Forest area as a proportion of total area,,,Gatika,PT,Gatika,39.3
2010,Forest area as a proportion of total area,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,61.9
2018,Forest area as a proportion of total area,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,61.0
2022,Forest area as a proportion of total area,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,61.8
2020,Forest area as a proportion of total area,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,61.0
2021,Forest area as a proportion of total area,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,61.1
2019,Forest area as a proportion of total area,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,61.0
2016,Forest area as a proportion of total area,,,Gautegiz Arteaga,PT,Gautegiz Arteaga,62.2
2018,Forest area as a proportion of total area,,,Gaztelu,PT,Gaztelu,74.8
2016,Forest area as a proportion of total area,,,Gaztelu,PT,Gaztelu,77.5
2022,Forest area as a proportion of total area,,,Gaztelu,PT,Gaztelu,75.1
2021,Forest area as a proportion of total area,,,Gaztelu,PT,Gaztelu,75.0
2010,Forest area as a proportion of total area,,,Gaztelu,PT,Gaztelu,75.4
2020,Forest area as a proportion of total area,,,Gaztelu,PT,Gaztelu,75.0
2019,Forest area as a proportion of total area,,,Gaztelu,PT,Gaztelu,74.8
2016,Forest area as a proportion of total area,,,Gernika-Lumo,PT,Gernika-Lumo,46.5
2022,Forest area as a proportion of total area,,,Gernika-Lumo,PT,Gernika-Lumo,46.8
2019,Forest area as a proportion of total area,,,Gernika-Lumo,PT,Gernika-Lumo,46.2
2018,Forest area as a proportion of total area,,,Gernika-Lumo,PT,Gernika-Lumo,45.6
2010,Forest area as a proportion of total area,,,Gernika-Lumo,PT,Gernika-Lumo,45.6
2020,Forest area as a proportion of total area,,,Gernika-Lumo,PT,Gernika-Lumo,46.2
2021,Forest area as a proportion of total area,,,Gernika-Lumo,PT,Gernika-Lumo,46.8
2022,Forest area as a proportion of total area,,,Getaria,PT,Getaria,22.6
2020,Forest area as a proportion of total area,,,Getaria,PT,Getaria,22.6
2018,Forest area as a proportion of total area,,,Getaria,PT,Getaria,22.0
2016,Forest area as a proportion of total area,,,Getaria,PT,Getaria,23.4
2021,Forest area as a proportion of total area,,,Getaria,PT,Getaria,22.6
2019,Forest area as a proportion of total area,,,Getaria,PT,Getaria,22.6
2010,Forest area as a proportion of total area,,,Getaria,PT,Getaria,25.9
2016,Forest area as a proportion of total area,,,Getxo,PT,Getxo,6.3
2020,Forest area as a proportion of total area,,,Getxo,PT,Getxo,6.7
2010,Forest area as a proportion of total area,,,Getxo,PT,Getxo,6.2
2021,Forest area as a proportion of total area,,,Getxo,PT,Getxo,6.7
2019,Forest area as a proportion of total area,,,Getxo,PT,Getxo,6.7
2018,Forest area as a proportion of total area,,,Getxo,PT,Getxo,6.3
2022,Forest area as a proportion of total area,,,Getxo,PT,Getxo,6.7
2010,Forest area as a proportion of total area,,,Gizaburuaga,PT,Gizaburuaga,73.2
2018,Forest area as a proportion of total area,,,Gizaburuaga,PT,Gizaburuaga,78.4
2020,Forest area as a proportion of total area,,,Gizaburuaga,PT,Gizaburuaga,79.0
2019,Forest area as a proportion of total area,,,Gizaburuaga,PT,Gizaburuaga,79.0
2016,Forest area as a proportion of total area,,,Gizaburuaga,PT,Gizaburuaga,78.4
2022,Forest area as a proportion of total area,,,Gizaburuaga,PT,Gizaburuaga,79.6
2021,Forest area as a proportion of total area,,,Gizaburuaga,PT,Gizaburuaga,78.8
2021,Forest area as a proportion of total area,,,Gordexola,PT,Gordexola,81.9
2018,Forest area as a proportion of total area,,,Gordexola,PT,Gordexola,80.6
2010,Forest area as a proportion of total area,,,Gordexola,PT,Gordexola,81.9
2019,Forest area as a proportion of total area,,,Gordexola,PT,Gordexola,81.0
2022,Forest area as a proportion of total area,,,Gordexola,PT,Gordexola,82.0
2016,Forest area as a proportion of total area,,,Gordexola,PT,Gordexola,81.7
2020,Forest area as a proportion of total area,,,Gordexola,PT,Gordexola,81.1
2016,Forest area as a proportion of total area,,,Gorliz,PT,Gorliz,25.7
2020,Forest area as a proportion of total area,,,Gorliz,PT,Gorliz,30.1
2019,Forest area as a proportion of total area,,,Gorliz,PT,Gorliz,25.8
2018,Forest area as a proportion of total area,,,Gorliz,PT,Gorliz,25.7
2022,Forest area as a proportion of total area,,,Gorliz,PT,Gorliz,30.4
2021,Forest area as a proportion of total area,,,Gorliz,PT,Gorliz,30.4
2010,Forest area as a proportion of total area,,,Gorliz,PT,Gorliz,37.9
2022,Forest area as a proportion of total area,,,Güeñes,PT,Güeñes,66.3
2018,Forest area as a proportion of total area,,,Güeñes,PT,Güeñes,65.3
2021,Forest area as a proportion of total area,,,Güeñes,PT,Güeñes,66.3
2016,Forest area as a proportion of total area,,,Güeñes,PT,Güeñes,65.8
2010,Forest area as a proportion of total area,,,Güeñes,PT,Güeñes,66.3
2019,Forest area as a proportion of total area,,,Güeñes,PT,Güeñes,65.4
2020,Forest area as a proportion of total area,,,Güeñes,PT,Güeñes,66.2
2022,Forest area as a proportion of total area,,,Harana/Valle de Arana,PT,Harana/Valle de Arana,56.2
2010,Forest area as a proportion of total area,,,Harana/Valle de Arana,PT,Harana/Valle de Arana,56.0
2016,Forest area as a proportion of total area,,,Harana/Valle de Arana,PT,Harana/Valle de Arana,56.2
2019,Forest area as a proportion of total area,,,Harana/Valle de Arana,PT,Harana/Valle de Arana,56.2
2021,Forest area as a proportion of total area,,,Harana/Valle de Arana,PT,Harana/Valle de Arana,56.2
2018,Forest area as a proportion of total area,,,Harana/Valle de Arana,PT,Harana/Valle de Arana,56.2
2020,Forest area as a proportion of total area,,,Harana/Valle de Arana,PT,Harana/Valle de Arana,56.2
2021,Forest area as a proportion of total area,,,Hernani,PT,Hernani,64.8
2016,Forest area as a proportion of total area,,,Hernani,PT,Hernani,65.4
2019,Forest area as a proportion of total area,,,Hernani,PT,Hernani,64.6
2010,Forest area as a proportion of total area,,,Hernani,PT,Hernani,65.0
2020,Forest area as a proportion of total area,,,Hernani,PT,Hernani,64.8
2022,Forest area as a proportion of total area,,,Hernani,PT,Hernani,64.8
2018,Forest area as a proportion of total area,,,Hernani,PT,Hernani,63.8
2019,Forest area as a proportion of total area,,,Hernialde,PT,Hernialde,48.6
2018,Forest area as a proportion of total area,,,Hernialde,PT,Hernialde,48.6
2016,Forest area as a proportion of total area,,,Hernialde,PT,Hernialde,49.1
2021,Forest area as a proportion of total area,,,Hernialde,PT,Hernialde,48.6
2010,Forest area as a proportion of total area,,,Hernialde,PT,Hernialde,47.4
2022,Forest area as a proportion of total area,,,Hernialde,PT,Hernialde,48.6
2020,Forest area as a proportion of total area,,,Hernialde,PT,Hernialde,48.6
2016,Forest area as a proportion of total area,,,Hondarribia,PT,Hondarribia,39.9
2022,Forest area as a proportion of total area,,,Hondarribia,PT,Hondarribia,40.0
2019,Forest area as a proportion of total area,,,Hondarribia,PT,Hondarribia,40.0
2018,Forest area as a proportion of total area,,,Hondarribia,PT,Hondarribia,39.9
2010,Forest area as a proportion of total area,,,Hondarribia,PT,Hondarribia,40.9
2021,Forest area as a proportion of total area,,,Hondarribia,PT,Hondarribia,40.0
2020,Forest area as a proportion of total area,,,Hondarribia,PT,Hondarribia,40.0
2018,Forest area as a proportion of total area,,,Ibarra,PT,Ibarra,39.0
2020,Forest area as a proportion of total area,,,Ibarra,PT,Ibarra,38.9
2022,Forest area as a proportion of total area,,,Ibarra,PT,Ibarra,39.2
2010,Forest area as a proportion of total area,,,Ibarra,PT,Ibarra,45.0
2021,Forest area as a proportion of total area,,,Ibarra,PT,Ibarra,38.9
2016,Forest area as a proportion of total area,,,Ibarra,PT,Ibarra,43.1
2019,Forest area as a proportion of total area,,,Ibarra,PT,Ibarra,38.9
2021,Forest area as a proportion of total area,,,Ibarrangelu,PT,Ibarrangelu,72.2
2016,Forest area as a proportion of total area,,,Ibarrangelu,PT,Ibarrangelu,72.3
2010,Forest area as a proportion of total area,,,Ibarrangelu,PT,Ibarrangelu,62.8
2020,Forest area as a proportion of total area,,,Ibarrangelu,PT,Ibarrangelu,72.2
2019,Forest area as a proportion of total area,,,Ibarrangelu,PT,Ibarrangelu,72.2
2018,Forest area as a proportion of total area,,,Ibarrangelu,PT,Ibarrangelu,72.0
2022,Forest area as a proportion of total area,,,Ibarrangelu,PT,Ibarrangelu,72.2
2016,Forest area as a proportion of total area,,,Idiazabal,PT,Idiazabal,65.4
2022,Forest area as a proportion of total area,,,Idiazabal,PT,Idiazabal,64.9
2020,Forest area as a proportion of total area,,,Idiazabal,PT,Idiazabal,64.9
2019,Forest area as a proportion of total area,,,Idiazabal,PT,Idiazabal,64.7
2010,Forest area as a proportion of total area,,,Idiazabal,PT,Idiazabal,65.1
2018,Forest area as a proportion of total area,,,Idiazabal,PT,Idiazabal,63.8
2021,Forest area as a proportion of total area,,,Idiazabal,PT,Idiazabal,64.9
2020,Forest area as a proportion of total area,,,Igorre,PT,Igorre,65.3
2021,Forest area as a proportion of total area,,,Igorre,PT,Igorre,65.4
2010,Forest area as a proportion of total area,,,Igorre,PT,Igorre,67.1
2016,Forest area as a proportion of total area,,,Igorre,PT,Igorre,67.6
2018,Forest area as a proportion of total area,,,Igorre,PT,Igorre,65.4
2019,Forest area as a proportion of total area,,,Igorre,PT,Igorre,65.7
2022,Forest area as a proportion of total area,,,Igorre,PT,Igorre,65.5
2018,Forest area as a proportion of total area,,,Ikaztegieta,PT,Ikaztegieta,44.7
2021,Forest area as a proportion of total area,,,Ikaztegieta,PT,Ikaztegieta,44.7
2010,Forest area as a proportion of total area,,,Ikaztegieta,PT,Ikaztegieta,46.5
2022,Forest area as a proportion of total area,,,Ikaztegieta,PT,Ikaztegieta,44.9
2016,Forest area as a proportion of total area,,,Ikaztegieta,PT,Ikaztegieta,45.4
2020,Forest area as a proportion of total area,,,Ikaztegieta,PT,Ikaztegieta,44.7
2019,Forest area as a proportion of total area,,,Ikaztegieta,PT,Ikaztegieta,44.7
2019,Forest area as a proportion of total area,,,Irun,PT,Irun,51.7
2016,Forest area as a proportion of total area,,,Irun,PT,Irun,50.5
2021,Forest area as a proportion of total area,,,Irun,PT,Irun,51.4
2010,Forest area as a proportion of total area,,,Irun,PT,Irun,48.9
2018,Forest area as a proportion of total area,,,Irun,PT,Irun,50.4
2022,Forest area as a proportion of total area,,,Irun,PT,Irun,51.4
2020,Forest area as a proportion of total area,,,Irun,PT,Irun,51.5
2019,Forest area as a proportion of total area,,,Iruña Oka/Iruña de Oca,PT,Iruña Oka/Iruña de Oca,52.2
2016,Forest area as a proportion of total area,,,Iruña Oka/Iruña de Oca,PT,Iruña Oka/Iruña de Oca,51.7
2010,Forest area as a proportion of total area,,,Iruña Oka/Iruña de Oca,PT,Iruña Oka/Iruña de Oca,52.0
2021,Forest area as a proportion of total area,,,Iruña Oka/Iruña de Oca,PT,Iruña Oka/Iruña de Oca,52.2
2018,Forest area as a proportion of total area,,,Iruña Oka/Iruña de Oca,PT,Iruña Oka/Iruña de Oca,51.7
2020,Forest area as a proportion of total area,,,Iruña Oka/Iruña de Oca,PT,Iruña Oka/Iruña de Oca,52.2
2022,Forest area as a proportion of total area,,,Iruña Oka/Iruña de Oca,PT,Iruña Oka/Iruña de Oca,52.2
2021,Forest area as a proportion of total area,,,Irura,PT,Irura,63.9
2019,Forest area as a proportion of total area,,,Irura,PT,Irura,63.6
2016,Forest area as a proportion of total area,,,Irura,PT,Irura,66.1
2010,Forest area as a proportion of total area,,,Irura,PT,Irura,63.7
2020,Forest area as a proportion of total area,,,Irura,PT,Irura,63.9
2018,Forest area as a proportion of total area,,,Irura,PT,Irura,63.6
2022,Forest area as a proportion of total area,,,Irura,PT,Irura,63.8
2016,Forest area as a proportion of total area,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,35.5
2010,Forest area as a proportion of total area,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,36.0
2019,Forest area as a proportion of total area,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,35.5
2022,Forest area as a proportion of total area,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,35.5
2018,Forest area as a proportion of total area,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,35.5
2020,Forest area as a proportion of total area,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,35.5
2021,Forest area as a proportion of total area,,,Iruraiz-Gauna,PT,Iruraiz-Gauna,35.5
2016,Forest area as a proportion of total area,,,Ispaster,PT,Ispaster,79.5
2022,Forest area as a proportion of total area,,,Ispaster,PT,Ispaster,78.6
2018,Forest area as a proportion of total area,,,Ispaster,PT,Ispaster,77.6
2021,Forest area as a proportion of total area,,,Ispaster,PT,Ispaster,78.6
2010,Forest area as a proportion of total area,,,Ispaster,PT,Ispaster,79.8
2020,Forest area as a proportion of total area,,,Ispaster,PT,Ispaster,78.6
2019,Forest area as a proportion of total area,,,Ispaster,PT,Ispaster,78.5
2020,Forest area as a proportion of total area,,,Itsasondo,PT,Itsasondo,77.6
2018,Forest area as a proportion of total area,,,Itsasondo,PT,Itsasondo,77.4
2016,Forest area as a proportion of total area,,,Itsasondo,PT,Itsasondo,78.1
2022,Forest area as a proportion of total area,,,Itsasondo,PT,Itsasondo,77.5
2010,Forest area as a proportion of total area,,,Itsasondo,PT,Itsasondo,78.4
2019,Forest area as a proportion of total area,,,Itsasondo,PT,Itsasondo,77.4
2021,Forest area as a proportion of total area,,,Itsasondo,PT,Itsasondo,77.6
2010,Forest area as a proportion of total area,,,Iurreta,PT,Iurreta,57.0
2018,Forest area as a proportion of total area,,,Iurreta,PT,Iurreta,54.8
2016,Forest area as a proportion of total area,,,Iurreta,PT,Iurreta,55.8
2022,Forest area as a proportion of total area,,,Iurreta,PT,Iurreta,55.8
2019,Forest area as a proportion of total area,,,Iurreta,PT,Iurreta,54.9
2020,Forest area as a proportion of total area,,,Iurreta,PT,Iurreta,55.2
2021,Forest area as a proportion of total area,,,Iurreta,PT,Iurreta,55.4
2022,Forest area as a proportion of total area,,,Izurtza,PT,Izurtza,61.9
2019,Forest area as a proportion of total area,,,Izurtza,PT,Izurtza,61.9
2010,Forest area as a proportion of total area,,,Izurtza,PT,Izurtza,69.5
2020,Forest area as a proportion of total area,,,Izurtza,PT,Izurtza,61.9
2018,Forest area as a proportion of total area,,,Izurtza,PT,Izurtza,62.1
2016,Forest area as a proportion of total area,,,Izurtza,PT,Izurtza,68.5
2021,Forest area as a proportion of total area,,,Izurtza,PT,Izurtza,61.9
2019,Forest area as a proportion of total area,,,Karrantza Harana/Valle de Carranza,PT,Karrantza Harana/Valle de Carranza,39.7
2016,Forest area as a proportion of total area,,,Karrantza Harana/Valle de Carranza,PT,Karrantza Harana/Valle de Carranza,39.1
2021,Forest area as a proportion of total area,,,Karrantza Harana/Valle de Carranza,PT,Karrantza Harana/Valle de Carranza,39.9
2020,Forest area as a proportion of total area,,,Karrantza Harana/Valle de Carranza,PT,Karrantza Harana/Valle de Carranza,39.8
2010,Forest area as a proportion of total area,,,Karrantza Harana/Valle de Carranza,PT,Karrantza Harana/Valle de Carranza,38.7
2018,Forest area as a proportion of total area,,,Karrantza Harana/Valle de Carranza,PT,Karrantza Harana/Valle de Carranza,38.9
2022,Forest area as a proportion of total area,,,Karrantza Harana/Valle de Carranza,PT,Karrantza Harana/Valle de Carranza,40.0
2016,Forest area as a proportion of total area,,,Kortezubi,PT,Kortezubi,67.8
2019,Forest area as a proportion of total area,,,Kortezubi,PT,Kortezubi,66.3
2018,Forest area as a proportion of total area,,,Kortezubi,PT,Kortezubi,66.2
2010,Forest area as a proportion of total area,,,Kortezubi,PT,Kortezubi,65.8
2022,Forest area as a proportion of total area,,,Kortezubi,PT,Kortezubi,67.2
2021,Forest area as a proportion of total area,,,Kortezubi,PT,Kortezubi,66.3
2020,Forest area as a proportion of total area,,,Kortezubi,PT,Kortezubi,66.3
2022,Forest area as a proportion of total area,,,Kripan,PT,Kripan,22.6
2019,Forest area as a proportion of total area,,,Kripan,PT,Kripan,22.7
2020,Forest area as a proportion of total area,,,Kripan,PT,Kripan,22.7
2016,Forest area as a proportion of total area,,,Kripan,PT,Kripan,22.7
2021,Forest area as a proportion of total area,,,Kripan,PT,Kripan,22.7
2018,Forest area as a proportion of total area,,,Kripan,PT,Kripan,22.7
2010,Forest area as a proportion of total area,,,Kripan,PT,Kripan,23.0
2022,Forest area as a proportion of total area,,,Kuartango,PT,Kuartango,53.9
2016,Forest area as a proportion of total area,,,Kuartango,PT,Kuartango,53.4
2019,Forest area as a proportion of total area,,,Kuartango,PT,Kuartango,53.9
2018,Forest area as a proportion of total area,,,Kuartango,PT,Kuartango,53.4
2020,Forest area as a proportion of total area,,,Kuartango,PT,Kuartango,53.9
2010,Forest area as a proportion of total area,,,Kuartango,PT,Kuartango,54.0
2021,Forest area as a proportion of total area,,,Kuartango,PT,Kuartango,53.9
2019,Forest area as a proportion of total area,,,Labastida/Bastida,PT,Labastida/Bastida,25.7
2020,Forest area as a proportion of total area,,,Labastida/Bastida,PT,Labastida/Bastida,25.8
2010,Forest area as a proportion of total area,,,Labastida/Bastida,PT,Labastida/Bastida,25.7
2018,Forest area as a proportion of total area,,,Labastida/Bastida,PT,Labastida/Bastida,25.7
2016,Forest area as a proportion of total area,,,Labastida/Bastida,PT,Labastida/Bastida,25.7
2021,Forest area as a proportion of total area,,,Labastida/Bastida,PT,Labastida/Bastida,25.8
2022,Forest area as a proportion of total area,,,Labastida/Bastida,PT,Labastida/Bastida,25.8
2018,Forest area as a proportion of total area,,,Lagrán,PT,Lagrán,71.0
2016,Forest area as a proportion of total area,,,Lagrán,PT,Lagrán,71.0
2021,Forest area as a proportion of total area,,,Lagrán,PT,Lagrán,71.0
2019,Forest area as a proportion of total area,,,Lagrán,PT,Lagrán,71.0
2022,Forest area as a proportion of total area,,,Lagrán,PT,Lagrán,71.0
2020,Forest area as a proportion of total area,,,Lagrán,PT,Lagrán,71.0
2010,Forest area as a proportion of total area,,,Lagrán,PT,Lagrán,70.1
2016,Forest area as a proportion of total area,,,Laguardia,PT,Laguardia,14.3
2018,Forest area as a proportion of total area,,,Laguardia,PT,Laguardia,14.3
2021,Forest area as a proportion of total area,,,Laguardia,PT,Laguardia,14.7
2019,Forest area as a proportion of total area,,,Laguardia,PT,Laguardia,14.7
2010,Forest area as a proportion of total area,,,Laguardia,PT,Laguardia,14.2
2022,Forest area as a proportion of total area,,,Laguardia,PT,Laguardia,14.6
2020,Forest area as a proportion of total area,,,Laguardia,PT,Laguardia,14.7
2020,Forest area as a proportion of total area,,,Lanciego/Lantziego,PT,Lanciego/Lantziego,6.2
2018,Forest area as a proportion of total area,,,Lanciego/Lantziego,PT,Lanciego/Lantziego,6.2
2016,Forest area as a proportion of total area,,,Lanciego/Lantziego,PT,Lanciego/Lantziego,6.2
2021,Forest area as a proportion of total area,,,Lanciego/Lantziego,PT,Lanciego/Lantziego,6.2
2022,Forest area as a proportion of total area,,,Lanciego/Lantziego,PT,Lanciego/Lantziego,6.2
2019,Forest area as a proportion of total area,,,Lanciego/Lantziego,PT,Lanciego/Lantziego,6.2
2010,Forest area as a proportion of total area,,,Lanciego/Lantziego,PT,Lanciego/Lantziego,6.0
2021,Forest area as a proportion of total area,,,Lanestosa,PT,Lanestosa,41.3
2020,Forest area as a proportion of total area,,,Lanestosa,PT,Lanestosa,41.3
2016,Forest area as a proportion of total area,,,Lanestosa,PT,Lanestosa,41.3
2010,Forest area as a proportion of total area,,,Lanestosa,PT,Lanestosa,36.7
2019,Forest area as a proportion of total area,,,Lanestosa,PT,Lanestosa,41.3
2018,Forest area as a proportion of total area,,,Lanestosa,PT,Lanestosa,41.3
2022,Forest area as a proportion of total area,,,Lanestosa,PT,Lanestosa,41.2
2019,Forest area as a proportion of total area,,,Lantarón,PT,Lantarón,28.1
2020,Forest area as a proportion of total area,,,Lantarón,PT,Lantarón,28.1
2010,Forest area as a proportion of total area,,,Lantarón,PT,Lantarón,30.3
2021,Forest area as a proportion of total area,,,Lantarón,PT,Lantarón,28.1
2018,Forest area as a proportion of total area,,,Lantarón,PT,Lantarón,27.8
2022,Forest area as a proportion of total area,,,Lantarón,PT,Lantarón,28.1
2016,Forest area as a proportion of total area,,,Lantarón,PT,Lantarón,27.8
2018,Forest area as a proportion of total area,,,Lapuebla de Labarca,PT,Lapuebla de Labarca,5.5
2010,Forest area as a proportion of total area,,,Lapuebla de Labarca,PT,Lapuebla de Labarca,5.7
2021,Forest area as a proportion of total area,,,Lapuebla de Labarca,PT,Lapuebla de Labarca,5.4
2019,Forest area as a proportion of total area,,,Lapuebla de Labarca,PT,Lapuebla de Labarca,5.4
2020,Forest area as a proportion of total area,,,Lapuebla de Labarca,PT,Lapuebla de Labarca,5.4
2022,Forest area as a proportion of total area,,,Lapuebla de Labarca,PT,Lapuebla de Labarca,5.3
2016,Forest area as a proportion of total area,,,Lapuebla de Labarca,PT,Lapuebla de Labarca,5.5
2010,Forest area as a proportion of total area,,,Larrabetzu,PT,Larrabetzu,62.0
2021,Forest area as a proportion of total area,,,Larrabetzu,PT,Larrabetzu,64.5
2022,Forest area as a proportion of total area,,,Larrabetzu,PT,Larrabetzu,64.4
2018,Forest area as a proportion of total area,,,Larrabetzu,PT,Larrabetzu,63.9
2016,Forest area as a proportion of total area,,,Larrabetzu,PT,Larrabetzu,64.8
2020,Forest area as a proportion of total area,,,Larrabetzu,PT,Larrabetzu,64.4
2019,Forest area as a proportion of total area,,,Larrabetzu,PT,Larrabetzu,63.8
2019,Forest area as a proportion of total area,,,Larraul,PT,Larraul,59.3
2016,Forest area as a proportion of total area,,,Larraul,PT,Larraul,60.2
2021,Forest area as a proportion of total area,,,Larraul,PT,Larraul,59.3
2010,Forest area as a proportion of total area,,,Larraul,PT,Larraul,55.4
2018,Forest area as a proportion of total area,,,Larraul,PT,Larraul,59.4
2020,Forest area as a proportion of total area,,,Larraul,PT,Larraul,59.3
2022,Forest area as a proportion of total area,,,Larraul,PT,Larraul,59.4
2010,Forest area as a proportion of total area,,,Lasarte-Oria,PT,Lasarte-Oria,26.1
2019,Forest area as a proportion of total area,,,Lasarte-Oria,PT,Lasarte-Oria,27.7
2022,Forest area as a proportion of total area,,,Lasarte-Oria,PT,Lasarte-Oria,27.7
2018,Forest area as a proportion of total area,,,Lasarte-Oria,PT,Lasarte-Oria,27.7
2016,Forest area as a proportion of total area,,,Lasarte-Oria,PT,Lasarte-Oria,27.9
2020,Forest area as a proportion of total area,,,Lasarte-Oria,PT,Lasarte-Oria,27.7
2021,Forest area as a proportion of total area,,,Lasarte-Oria,PT,Lasarte-Oria,27.7
2010,Forest area as a proportion of total area,,,Laudio/Llodio,PT,Laudio/Llodio,70.1
2022,Forest area as a proportion of total area,,,Laudio/Llodio,PT,Laudio/Llodio,69.8
2021,Forest area as a proportion of total area,,,Laudio/Llodio,PT,Laudio/Llodio,69.8
2019,Forest area as a proportion of total area,,,Laudio/Llodio,PT,Laudio/Llodio,69.1
2018,Forest area as a proportion of total area,,,Laudio/Llodio,PT,Laudio/Llodio,69.2
2020,Forest area as a proportion of total area,,,Laudio/Llodio,PT,Laudio/Llodio,69.7
2016,Forest area as a proportion of total area,,,Laudio/Llodio,PT,Laudio/Llodio,69.0
2022,Forest area as a proportion of total area,,,Laukiz,PT,Laukiz,41.6
2019,Forest area as a proportion of total area,,,Laukiz,PT,Laukiz,35.9
2018,Forest area as a proportion of total area,,,Laukiz,PT,Laukiz,35.7
2016,Forest area as a proportion of total area,,,Laukiz,PT,Laukiz,36.5
2010,Forest area as a proportion of total area,,,Laukiz,PT,Laukiz,38.6
2021,Forest area as a proportion of total area,,,Laukiz,PT,Laukiz,41.6
2020,Forest area as a proportion of total area,,,Laukiz,PT,Laukiz,41.5
