Year,Series,Edad,Sexo,Tipo de contrato,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2019,Tasa de ocupación,16 años y más,Mujer,,,,Kortezubi,Porcentaje,Kortezubi,54.0
2015,Tasa de ocupación,16 años y más,Mujer,,,,Kortezubi,Porcentaje,Kortezubi,48.4
2022,Tasa de ocupación,16 años y más,Mujer,,,,Kortezubi,Porcentaje,Kortezubi,58.1
2016,Tasa de ocupación,16 años y más,Mujer,,,,Kortezubi,Porcentaje,Kortezubi,53.7
2010,Tasa de ocupación,16 años y más,Mujer,,,,Kortezubi,Porcentaje,Kortezubi,51.2
2023,Tasa de ocupación,16 años y más,Mujer,,,,Kortezubi,Porcentaje,Kortezubi,56.5
2020,Tasa de ocupación,16 años y más,Mujer,,,,Kortezubi,Porcentaje,Kortezubi,53.8
2018,Tasa de ocupación,16 años y más,Mujer,,,,Kortezubi,Porcentaje,Kortezubi,54.0
2021,Tasa de ocupación,16 años y más,Mujer,,,,Kortezubi,Porcentaje,Kortezubi,56.5
2021,Tasa de ocupación,16 años y más,Mujer,,,,Kripan,Porcentaje,Kripan,41.8
2015,Tasa de ocupación,16 años y más,Mujer,,,,Kripan,Porcentaje,Kripan,43.2
2016,Tasa de ocupación,16 años y más,Mujer,,,,Kripan,Porcentaje,Kripan,41.3
2018,Tasa de ocupación,16 años y más,Mujer,,,,Kripan,Porcentaje,Kripan,36.8
2022,Tasa de ocupación,16 años y más,Mujer,,,,Kripan,Porcentaje,Kripan,50.0
2019,Tasa de ocupación,16 años y más,Mujer,,,,Kripan,Porcentaje,Kripan,37.2
2020,Tasa de ocupación,16 años y más,Mujer,,,,Kripan,Porcentaje,Kripan,41.8
2023,Tasa de ocupación,16 años y más,Mujer,,,,Kripan,Porcentaje,Kripan,47.5
2010,Tasa de ocupación,16 años y más,Mujer,,,,Kripan,Porcentaje,Kripan,39.2
2016,Tasa de ocupación,16 años y más,Mujer,,,,Kuartango,Porcentaje,Kuartango,53.7
2010,Tasa de ocupación,16 años y más,Mujer,,,,Kuartango,Porcentaje,Kuartango,42.2
2018,Tasa de ocupación,16 años y más,Mujer,,,,Kuartango,Porcentaje,Kuartango,45.2
2023,Tasa de ocupación,16 años y más,Mujer,,,,Kuartango,Porcentaje,Kuartango,52.1
2020,Tasa de ocupación,16 años y más,Mujer,,,,Kuartango,Porcentaje,Kuartango,50.7
2015,Tasa de ocupación,16 años y más,Mujer,,,,Kuartango,Porcentaje,Kuartango,50.4
2021,Tasa de ocupación,16 años y más,Mujer,,,,Kuartango,Porcentaje,Kuartango,45.8
2022,Tasa de ocupación,16 años y más,Mujer,,,,Kuartango,Porcentaje,Kuartango,53.7
2019,Tasa de ocupación,16 años y más,Mujer,,,,Kuartango,Porcentaje,Kuartango,47.3
2022,Tasa de ocupación,16 años y más,Mujer,,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,48.0
2019,Tasa de ocupación,16 años y más,Mujer,,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,44.5
2020,Tasa de ocupación,16 años y más,Mujer,,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,43.9
2023,Tasa de ocupación,16 años y más,Mujer,,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,49.0
2018,Tasa de ocupación,16 años y más,Mujer,,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,44.1
2015,Tasa de ocupación,16 años y más,Mujer,,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,42.0
2010,Tasa de ocupación,16 años y más,Mujer,,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,43.9
2016,Tasa de ocupación,16 años y más,Mujer,,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,41.4
2021,Tasa de ocupación,16 años y más,Mujer,,,,Labastida/Bastida,Porcentaje,Labastida/Bastida,44.3
2015,Tasa de ocupación,16 años y más,Mujer,,,,Lagrán,Porcentaje,Lagrán,37.7
2021,Tasa de ocupación,16 años y más,Mujer,,,,Lagrán,Porcentaje,Lagrán,36.5
2019,Tasa de ocupación,16 años y más,Mujer,,,,Lagrán,Porcentaje,Lagrán,38.0
2018,Tasa de ocupación,16 años y más,Mujer,,,,Lagrán,Porcentaje,Lagrán,34.3
2020,Tasa de ocupación,16 años y más,Mujer,,,,Lagrán,Porcentaje,Lagrán,40.5
2023,Tasa de ocupación,16 años y más,Mujer,,,,Lagrán,Porcentaje,Lagrán,37.7
2016,Tasa de ocupación,16 años y más,Mujer,,,,Lagrán,Porcentaje,Lagrán,33.3
2022,Tasa de ocupación,16 años y más,Mujer,,,,Lagrán,Porcentaje,Lagrán,40.5
2010,Tasa de ocupación,16 años y más,Mujer,,,,Lagrán,Porcentaje,Lagrán,40.0
2019,Tasa de ocupación,16 años y más,Mujer,,,,Laguardia,Porcentaje,Laguardia,49.1
2015,Tasa de ocupación,16 años y más,Mujer,,,,Laguardia,Porcentaje,Laguardia,46.7
2021,Tasa de ocupación,16 años y más,Mujer,,,,Laguardia,Porcentaje,Laguardia,48.8
2016,Tasa de ocupación,16 años y más,Mujer,,,,Laguardia,Porcentaje,Laguardia,47.2
2010,Tasa de ocupación,16 años y más,Mujer,,,,Laguardia,Porcentaje,Laguardia,43.4
2018,Tasa de ocupación,16 años y más,Mujer,,,,Laguardia,Porcentaje,Laguardia,48.8
2022,Tasa de ocupación,16 años y más,Mujer,,,,Laguardia,Porcentaje,Laguardia,50.7
2023,Tasa de ocupación,16 años y más,Mujer,,,,Laguardia,Porcentaje,Laguardia,51.0
2020,Tasa de ocupación,16 años y más,Mujer,,,,Laguardia,Porcentaje,Laguardia,50.3
2022,Tasa de ocupación,16 años y más,Mujer,,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,38.9
2016,Tasa de ocupación,16 años y más,Mujer,,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,32.9
2023,Tasa de ocupación,16 años y más,Mujer,,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,39.5
2019,Tasa de ocupación,16 años y más,Mujer,,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,34.6
2010,Tasa de ocupación,16 años y más,Mujer,,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,32.0
2021,Tasa de ocupación,16 años y más,Mujer,,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,39.1
2020,Tasa de ocupación,16 años y más,Mujer,,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,36.4
2018,Tasa de ocupación,16 años y más,Mujer,,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,35.5
2015,Tasa de ocupación,16 años y más,Mujer,,,,Lanciego/Lantziego,Porcentaje,Lanciego/Lantziego,35.7
2015,Tasa de ocupación,16 años y más,Mujer,,,,Lanestosa,Porcentaje,Lanestosa,33.9
2016,Tasa de ocupación,16 años y más,Mujer,,,,Lanestosa,Porcentaje,Lanestosa,28.9
2020,Tasa de ocupación,16 años y más,Mujer,,,,Lanestosa,Porcentaje,Lanestosa,34.5
2023,Tasa de ocupación,16 años y más,Mujer,,,,Lanestosa,Porcentaje,Lanestosa,39.7
2019,Tasa de ocupación,16 años y más,Mujer,,,,Lanestosa,Porcentaje,Lanestosa,33.3
2010,Tasa de ocupación,16 años y más,Mujer,,,,Lanestosa,Porcentaje,Lanestosa,35.8
2021,Tasa de ocupación,16 años y más,Mujer,,,,Lanestosa,Porcentaje,Lanestosa,35.9
2018,Tasa de ocupación,16 años y más,Mujer,,,,Lanestosa,Porcentaje,Lanestosa,33.0
2022,Tasa de ocupación,16 años y más,Mujer,,,,Lanestosa,Porcentaje,Lanestosa,42.4
2015,Tasa de ocupación,16 años y más,Mujer,,,,Lantarón,Porcentaje,Lantarón,38.1
2016,Tasa de ocupación,16 años y más,Mujer,,,,Lantarón,Porcentaje,Lantarón,38.0
2021,Tasa de ocupación,16 años y más,Mujer,,,,Lantarón,Porcentaje,Lantarón,37.0
2019,Tasa de ocupación,16 años y más,Mujer,,,,Lantarón,Porcentaje,Lantarón,41.6
2023,Tasa de ocupación,16 años y más,Mujer,,,,Lantarón,Porcentaje,Lantarón,38.1
2022,Tasa de ocupación,16 años y más,Mujer,,,,Lantarón,Porcentaje,Lantarón,39.3
2020,Tasa de ocupación,16 años y más,Mujer,,,,Lantarón,Porcentaje,Lantarón,39.5
2018,Tasa de ocupación,16 años y más,Mujer,,,,Lantarón,Porcentaje,Lantarón,38.2
2010,Tasa de ocupación,16 años y más,Mujer,,,,Lantarón,Porcentaje,Lantarón,36.6
2021,Tasa de ocupación,16 años y más,Mujer,,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,41.5
2019,Tasa de ocupación,16 años y más,Mujer,,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,42.2
2018,Tasa de ocupación,16 años y más,Mujer,,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,42.7
2015,Tasa de ocupación,16 años y más,Mujer,,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,41.3
2016,Tasa de ocupación,16 años y más,Mujer,,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,42.9
2010,Tasa de ocupación,16 años y más,Mujer,,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,42.3
2023,Tasa de ocupación,16 años y más,Mujer,,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,46.8
2022,Tasa de ocupación,16 años y más,Mujer,,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,44.7
2020,Tasa de ocupación,16 años y más,Mujer,,,,Lapuebla de Labarca,Porcentaje,Lapuebla de Labarca,43.1
2015,Tasa de ocupación,16 años y más,Mujer,,,,Larrabetzu,Porcentaje,Larrabetzu,56.6
2018,Tasa de ocupación,16 años y más,Mujer,,,,Larrabetzu,Porcentaje,Larrabetzu,55.9
2023,Tasa de ocupación,16 años y más,Mujer,,,,Larrabetzu,Porcentaje,Larrabetzu,56.7
2022,Tasa de ocupación,16 años y más,Mujer,,,,Larrabetzu,Porcentaje,Larrabetzu,55.3
2019,Tasa de ocupación,16 años y más,Mujer,,,,Larrabetzu,Porcentaje,Larrabetzu,55.7
2016,Tasa de ocupación,16 años y más,Mujer,,,,Larrabetzu,Porcentaje,Larrabetzu,56.4
2021,Tasa de ocupación,16 años y más,Mujer,,,,Larrabetzu,Porcentaje,Larrabetzu,53.7
2010,Tasa de ocupación,16 años y más,Mujer,,,,Larrabetzu,Porcentaje,Larrabetzu,53.5
2020,Tasa de ocupación,16 años y más,Mujer,,,,Larrabetzu,Porcentaje,Larrabetzu,55.0
2019,Tasa de ocupación,16 años y más,Mujer,,,,Larraul,Porcentaje,Larraul,60.0
2015,Tasa de ocupación,16 años y más,Mujer,,,,Larraul,Porcentaje,Larraul,56.6
2018,Tasa de ocupación,16 años y más,Mujer,,,,Larraul,Porcentaje,Larraul,63.0
2021,Tasa de ocupación,16 años y más,Mujer,,,,Larraul,Porcentaje,Larraul,57.8
2020,Tasa de ocupación,16 años y más,Mujer,,,,Larraul,Porcentaje,Larraul,61.4
2010,Tasa de ocupación,16 años y más,Mujer,,,,Larraul,Porcentaje,Larraul,64.7
2023,Tasa de ocupación,16 años y más,Mujer,,,,Larraul,Porcentaje,Larraul,57.4
2022,Tasa de ocupación,16 años y más,Mujer,,,,Larraul,Porcentaje,Larraul,61.5
2016,Tasa de ocupación,16 años y más,Mujer,,,,Larraul,Porcentaje,Larraul,56.6
2023,Tasa de ocupación,16 años y más,Mujer,,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,50.2
2010,Tasa de ocupación,16 años y más,Mujer,,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,44.1
2022,Tasa de ocupación,16 años y más,Mujer,,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,49.3
2015,Tasa de ocupación,16 años y más,Mujer,,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,44.8
2019,Tasa de ocupación,16 años y más,Mujer,,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,47.5
2021,Tasa de ocupación,16 años y más,Mujer,,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,47.4
2016,Tasa de ocupación,16 años y más,Mujer,,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,44.3
2020,Tasa de ocupación,16 años y más,Mujer,,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,47.9
2018,Tasa de ocupación,16 años y más,Mujer,,,,Lasarte-Oria,Porcentaje,Lasarte-Oria,46.5
2019,Tasa de ocupación,16 años y más,Mujer,,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,42.0
2023,Tasa de ocupación,16 años y más,Mujer,,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,44.7
2022,Tasa de ocupación,16 años y más,Mujer,,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,44.3
2020,Tasa de ocupación,16 años y más,Mujer,,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,42.6
2021,Tasa de ocupación,16 años y más,Mujer,,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,42.2
2016,Tasa de ocupación,16 años y más,Mujer,,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,40.0
2018,Tasa de ocupación,16 años y más,Mujer,,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,41.7
2010,Tasa de ocupación,16 años y más,Mujer,,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,41.1
2015,Tasa de ocupación,16 años y más,Mujer,,,,Laudio/Llodio,Porcentaje,Laudio/Llodio,40.7
2016,Tasa de ocupación,16 años y más,Mujer,,,,Laukiz,Porcentaje,Laukiz,47.9
2021,Tasa de ocupación,16 años y más,Mujer,,,,Laukiz,Porcentaje,Laukiz,48.2
2010,Tasa de ocupación,16 años y más,Mujer,,,,Laukiz,Porcentaje,Laukiz,50.9
2022,Tasa de ocupación,16 años y más,Mujer,,,,Laukiz,Porcentaje,Laukiz,49.8
2018,Tasa de ocupación,16 años y más,Mujer,,,,Laukiz,Porcentaje,Laukiz,47.3
2015,Tasa de ocupación,16 años y más,Mujer,,,,Laukiz,Porcentaje,Laukiz,49.5
2019,Tasa de ocupación,16 años y más,Mujer,,,,Laukiz,Porcentaje,Laukiz,50.2
2020,Tasa de ocupación,16 años y más,Mujer,,,,Laukiz,Porcentaje,Laukiz,49.7
2023,Tasa de ocupación,16 años y más,Mujer,,,,Laukiz,Porcentaje,Laukiz,54.0
2016,Tasa de ocupación,16 años y más,Mujer,,,,Lazkao,Porcentaje,Lazkao,46.2
2021,Tasa de ocupación,16 años y más,Mujer,,,,Lazkao,Porcentaje,Lazkao,49.6
2010,Tasa de ocupación,16 años y más,Mujer,,,,Lazkao,Porcentaje,Lazkao,43.5
2019,Tasa de ocupación,16 años y más,Mujer,,,,Lazkao,Porcentaje,Lazkao,49.2
2023,Tasa de ocupación,16 años y más,Mujer,,,,Lazkao,Porcentaje,Lazkao,52.1
2020,Tasa de ocupación,16 años y más,Mujer,,,,Lazkao,Porcentaje,Lazkao,50.5
2015,Tasa de ocupación,16 años y más,Mujer,,,,Lazkao,Porcentaje,Lazkao,45.6
2022,Tasa de ocupación,16 años y más,Mujer,,,,Lazkao,Porcentaje,Lazkao,51.7
2018,Tasa de ocupación,16 años y más,Mujer,,,,Lazkao,Porcentaje,Lazkao,48.4
2022,Tasa de ocupación,16 años y más,Mujer,,,,Leaburu,Porcentaje,Leaburu,50.7
2023,Tasa de ocupación,16 años y más,Mujer,,,,Leaburu,Porcentaje,Leaburu,51.0
2016,Tasa de ocupación,16 años y más,Mujer,,,,Leaburu,Porcentaje,Leaburu,41.4
2020,Tasa de ocupación,16 años y más,Mujer,,,,Leaburu,Porcentaje,Leaburu,46.4
2018,Tasa de ocupación,16 años y más,Mujer,,,,Leaburu,Porcentaje,Leaburu,46.5
2015,Tasa de ocupación,16 años y más,Mujer,,,,Leaburu,Porcentaje,Leaburu,39.4
2010,Tasa de ocupación,16 años y más,Mujer,,,,Leaburu,Porcentaje,Leaburu,43.9
2021,Tasa de ocupación,16 años y más,Mujer,,,,Leaburu,Porcentaje,Leaburu,46.2
2019,Tasa de ocupación,16 años y más,Mujer,,,,Leaburu,Porcentaje,Leaburu,46.0
2010,Tasa de ocupación,16 años y más,Mujer,,,,Legazpi,Porcentaje,Legazpi,42.2
2021,Tasa de ocupación,16 años y más,Mujer,,,,Legazpi,Porcentaje,Legazpi,43.9
2019,Tasa de ocupación,16 años y más,Mujer,,,,Legazpi,Porcentaje,Legazpi,44.3
2022,Tasa de ocupación,16 años y más,Mujer,,,,Legazpi,Porcentaje,Legazpi,44.8
2015,Tasa de ocupación,16 años y más,Mujer,,,,Legazpi,Porcentaje,Legazpi,41.8
2023,Tasa de ocupación,16 años y más,Mujer,,,,Legazpi,Porcentaje,Legazpi,46.3
2016,Tasa de ocupación,16 años y más,Mujer,,,,Legazpi,Porcentaje,Legazpi,41.3
2020,Tasa de ocupación,16 años y más,Mujer,,,,Legazpi,Porcentaje,Legazpi,44.2
2018,Tasa de ocupación,16 años y más,Mujer,,,,Legazpi,Porcentaje,Legazpi,43.0
2018,Tasa de ocupación,16 años y más,Mujer,,,,Legorreta,Porcentaje,Legorreta,47.4
2010,Tasa de ocupación,16 años y más,Mujer,,,,Legorreta,Porcentaje,Legorreta,46.3
2023,Tasa de ocupación,16 años y más,Mujer,,,,Legorreta,Porcentaje,Legorreta,50.2
2016,Tasa de ocupación,16 años y más,Mujer,,,,Legorreta,Porcentaje,Legorreta,46.5
2020,Tasa de ocupación,16 años y más,Mujer,,,,Legorreta,Porcentaje,Legorreta,48.7
2015,Tasa de ocupación,16 años y más,Mujer,,,,Legorreta,Porcentaje,Legorreta,46.0
2022,Tasa de ocupación,16 años y más,Mujer,,,,Legorreta,Porcentaje,Legorreta,50.5
2019,Tasa de ocupación,16 años y más,Mujer,,,,Legorreta,Porcentaje,Legorreta,49.8
2021,Tasa de ocupación,16 años y más,Mujer,,,,Legorreta,Porcentaje,Legorreta,49.3
2020,Tasa de ocupación,16 años y más,Mujer,,,,Legutio,Porcentaje,Legutio,52.1
2016,Tasa de ocupación,16 años y más,Mujer,,,,Legutio,Porcentaje,Legutio,51.6
2023,Tasa de ocupación,16 años y más,Mujer,,,,Legutio,Porcentaje,Legutio,51.8
2015,Tasa de ocupación,16 años y más,Mujer,,,,Legutio,Porcentaje,Legutio,51.6
2019,Tasa de ocupación,16 años y más,Mujer,,,,Legutio,Porcentaje,Legutio,51.7
2018,Tasa de ocupación,16 años y más,Mujer,,,,Legutio,Porcentaje,Legutio,54.3
2021,Tasa de ocupación,16 años y más,Mujer,,,,Legutio,Porcentaje,Legutio,50.7
2010,Tasa de ocupación,16 años y más,Mujer,,,,Legutio,Porcentaje,Legutio,48.1
2022,Tasa de ocupación,16 años y más,Mujer,,,,Legutio,Porcentaje,Legutio,54.4
2023,Tasa de ocupación,16 años y más,Mujer,,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,52.2
2021,Tasa de ocupación,16 años y más,Mujer,,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,48.1
2022,Tasa de ocupación,16 años y más,Mujer,,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,47.3
2019,Tasa de ocupación,16 años y más,Mujer,,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,52.7
2016,Tasa de ocupación,16 años y más,Mujer,,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,51.2
2015,Tasa de ocupación,16 años y más,Mujer,,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,51.7
2010,Tasa de ocupación,16 años y más,Mujer,,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,50.0
2020,Tasa de ocupación,16 años y más,Mujer,,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,50.6
2018,Tasa de ocupación,16 años y más,Mujer,,,,Leintz-Gatzaga,Porcentaje,Leintz-Gatzaga,50.6
2021,Tasa de ocupación,16 años y más,Mujer,,,,Leioa,Porcentaje,Leioa,50.1
2018,Tasa de ocupación,16 años y más,Mujer,,,,Leioa,Porcentaje,Leioa,49.8
2020,Tasa de ocupación,16 años y más,Mujer,,,,Leioa,Porcentaje,Leioa,50.5
2016,Tasa de ocupación,16 años y más,Mujer,,,,Leioa,Porcentaje,Leioa,48.0
2015,Tasa de ocupación,16 años y más,Mujer,,,,Leioa,Porcentaje,Leioa,48.7
2022,Tasa de ocupación,16 años y más,Mujer,,,,Leioa,Porcentaje,Leioa,51.4
2010,Tasa de ocupación,16 años y más,Mujer,,,,Leioa,Porcentaje,Leioa,48.3
2023,Tasa de ocupación,16 años y más,Mujer,,,,Leioa,Porcentaje,Leioa,52.6
2019,Tasa de ocupación,16 años y más,Mujer,,,,Leioa,Porcentaje,Leioa,50.2
2010,Tasa de ocupación,16 años y más,Mujer,,,,Lekeitio,Porcentaje,Lekeitio,40.0
2018,Tasa de ocupación,16 años y más,Mujer,,,,Lekeitio,Porcentaje,Lekeitio,42.1
2022,Tasa de ocupación,16 años y más,Mujer,,,,Lekeitio,Porcentaje,Lekeitio,44.7
2021,Tasa de ocupación,16 años y más,Mujer,,,,Lekeitio,Porcentaje,Lekeitio,44.2
2023,Tasa de ocupación,16 años y más,Mujer,,,,Lekeitio,Porcentaje,Lekeitio,46.6
2019,Tasa de ocupación,16 años y más,Mujer,,,,Lekeitio,Porcentaje,Lekeitio,43.0
2015,Tasa de ocupación,16 años y más,Mujer,,,,Lekeitio,Porcentaje,Lekeitio,41.3
2020,Tasa de ocupación,16 años y más,Mujer,,,,Lekeitio,Porcentaje,Lekeitio,43.5
2016,Tasa de ocupación,16 años y más,Mujer,,,,Lekeitio,Porcentaje,Lekeitio,40.5
2019,Tasa de ocupación,16 años y más,Mujer,,,,Lemoa,Porcentaje,Lemoa,49.7
2010,Tasa de ocupación,16 años y más,Mujer,,,,Lemoa,Porcentaje,Lemoa,45.2
2015,Tasa de ocupación,16 años y más,Mujer,,,,Lemoa,Porcentaje,Lemoa,47.6
2023,Tasa de ocupación,16 años y más,Mujer,,,,Lemoa,Porcentaje,Lemoa,54.7
2016,Tasa de ocupación,16 años y más,Mujer,,,,Lemoa,Porcentaje,Lemoa,47.9
2021,Tasa de ocupación,16 años y más,Mujer,,,,Lemoa,Porcentaje,Lemoa,51.3
2018,Tasa de ocupación,16 años y más,Mujer,,,,Lemoa,Porcentaje,Lemoa,48.4
2022,Tasa de ocupación,16 años y más,Mujer,,,,Lemoa,Porcentaje,Lemoa,52.4
2020,Tasa de ocupación,16 años y más,Mujer,,,,Lemoa,Porcentaje,Lemoa,50.3
2015,Tasa de ocupación,16 años y más,Mujer,,,,Lemoiz,Porcentaje,Lemoiz,55.4
2018,Tasa de ocupación,16 años y más,Mujer,,,,Lemoiz,Porcentaje,Lemoiz,55.9
2019,Tasa de ocupación,16 años y más,Mujer,,,,Lemoiz,Porcentaje,Lemoiz,55.3
2023,Tasa de ocupación,16 años y más,Mujer,,,,Lemoiz,Porcentaje,Lemoiz,58.1
2022,Tasa de ocupación,16 años y más,Mujer,,,,Lemoiz,Porcentaje,Lemoiz,57.4
2010,Tasa de ocupación,16 años y más,Mujer,,,,Lemoiz,Porcentaje,Lemoiz,50.9
2020,Tasa de ocupación,16 años y más,Mujer,,,,Lemoiz,Porcentaje,Lemoiz,58.1
2016,Tasa de ocupación,16 años y más,Mujer,,,,Lemoiz,Porcentaje,Lemoiz,54.9
2021,Tasa de ocupación,16 años y más,Mujer,,,,Lemoiz,Porcentaje,Lemoiz,57.0
2023,Tasa de ocupación,16 años y más,Mujer,,,,Leza,Porcentaje,Leza,35.2
2022,Tasa de ocupación,16 años y más,Mujer,,,,Leza,Porcentaje,Leza,40.2
2010,Tasa de ocupación,16 años y más,Mujer,,,,Leza,Porcentaje,Leza,41.3
2015,Tasa de ocupación,16 años y más,Mujer,,,,Leza,Porcentaje,Leza,41.9
2016,Tasa de ocupación,16 años y más,Mujer,,,,Leza,Porcentaje,Leza,33.7
2019,Tasa de ocupación,16 años y más,Mujer,,,,Leza,Porcentaje,Leza,40.0
2018,Tasa de ocupación,16 años y más,Mujer,,,,Leza,Porcentaje,Leza,39.8
2020,Tasa de ocupación,16 años y más,Mujer,,,,Leza,Porcentaje,Leza,41.9
2021,Tasa de ocupación,16 años y más,Mujer,,,,Leza,Porcentaje,Leza,43.2
2022,Tasa de ocupación,16 años y más,Mujer,,,,Lezama,Porcentaje,Lezama,53.8
2021,Tasa de ocupación,16 años y más,Mujer,,,,Lezama,Porcentaje,Lezama,51.1
2023,Tasa de ocupación,16 años y más,Mujer,,,,Lezama,Porcentaje,Lezama,54.4
2020,Tasa de ocupación,16 años y más,Mujer,,,,Lezama,Porcentaje,Lezama,52.0
2019,Tasa de ocupación,16 años y más,Mujer,,,,Lezama,Porcentaje,Lezama,52.1
2018,Tasa de ocupación,16 años y más,Mujer,,,,Lezama,Porcentaje,Lezama,51.7
2010,Tasa de ocupación,16 años y más,Mujer,,,,Lezama,Porcentaje,Lezama,51.1
2015,Tasa de ocupación,16 años y más,Mujer,,,,Lezama,Porcentaje,Lezama,51.9
2016,Tasa de ocupación,16 años y más,Mujer,,,,Lezama,Porcentaje,Lezama,51.9
2010,Tasa de ocupación,16 años y más,Mujer,,,,Lezo,Porcentaje,Lezo,51.0
2018,Tasa de ocupación,16 años y más,Mujer,,,,Lezo,Porcentaje,Lezo,53.3
2022,Tasa de ocupación,16 años y más,Mujer,,,,Lezo,Porcentaje,Lezo,55.7
2019,Tasa de ocupación,16 años y más,Mujer,,,,Lezo,Porcentaje,Lezo,53.7
2015,Tasa de ocupación,16 años y más,Mujer,,,,Lezo,Porcentaje,Lezo,51.8
2016,Tasa de ocupación,16 años y más,Mujer,,,,Lezo,Porcentaje,Lezo,52.0
2023,Tasa de ocupación,16 años y más,Mujer,,,,Lezo,Porcentaje,Lezo,54.8
2020,Tasa de ocupación,16 años y más,Mujer,,,,Lezo,Porcentaje,Lezo,54.3
2021,Tasa de ocupación,16 años y más,Mujer,,,,Lezo,Porcentaje,Lezo,53.5
2015,Tasa de ocupación,16 años y más,Mujer,,,,Lizartza,Porcentaje,Lizartza,46.5
2021,Tasa de ocupación,16 años y más,Mujer,,,,Lizartza,Porcentaje,Lizartza,46.3
2010,Tasa de ocupación,16 años y más,Mujer,,,,Lizartza,Porcentaje,Lizartza,46.2
2019,Tasa de ocupación,16 años y más,Mujer,,,,Lizartza,Porcentaje,Lizartza,45.7
2022,Tasa de ocupación,16 años y más,Mujer,,,,Lizartza,Porcentaje,Lizartza,50.0
2016,Tasa de ocupación,16 años y más,Mujer,,,,Lizartza,Porcentaje,Lizartza,48.9
2018,Tasa de ocupación,16 años y más,Mujer,,,,Lizartza,Porcentaje,Lizartza,47.5
2020,Tasa de ocupación,16 años y más,Mujer,,,,Lizartza,Porcentaje,Lizartza,46.7
2023,Tasa de ocupación,16 años y más,Mujer,,,,Lizartza,Porcentaje,Lizartza,50.8
2015,Tasa de ocupación,16 años y más,Mujer,,,,Loiu,Porcentaje,Loiu,47.6
2022,Tasa de ocupación,16 años y más,Mujer,,,,Loiu,Porcentaje,Loiu,51.1
2020,Tasa de ocupación,16 años y más,Mujer,,,,Loiu,Porcentaje,Loiu,48.9
2021,Tasa de ocupación,16 años y más,Mujer,,,,Loiu,Porcentaje,Loiu,46.6
2023,Tasa de ocupación,16 años y más,Mujer,,,,Loiu,Porcentaje,Loiu,51.4
2019,Tasa de ocupación,16 años y más,Mujer,,,,Loiu,Porcentaje,Loiu,48.7
2018,Tasa de ocupación,16 años y más,Mujer,,,,Loiu,Porcentaje,Loiu,48.2
2010,Tasa de ocupación,16 años y más,Mujer,,,,Loiu,Porcentaje,Loiu,44.6
