Year,Province,County,Municipality,Units,GeoCode,Value
2021,,,Munitibar-Arbatzegi Gerrikaitz,"Per 10,000",Munitibar-Arbatzegi Gerrikaitz,0.0
2019,,,Munitibar-Arbatzegi Gerrikaitz,"Per 10,000",Munitibar-Arbatzegi Gerrikaitz,0.0
2023,,,Munitibar-Arbatzegi Gerrikaitz,"Per 10,000",Munitibar-Arbatzegi Gerrikaitz,48.8
2020,,,Munitibar-Arbatzegi Gerrikaitz,"Per 10,000",Munitibar-Arbatzegi Gerrikaitz,0.0
2022,,,Munitibar-Arbatzegi Gerrikaitz,"Per 10,000",Munitibar-Arbatzegi Gerrikaitz,93.0
2021,,,Murueta,"Per 10,000",Murueta,0.0
2019,,,Murueta,"Per 10,000",Murueta,187.5
2022,,,Murueta,"Per 10,000",Murueta,0.0
2020,,,Murueta,"Per 10,000",Murueta,63.3
2023,,,Murueta,"Per 10,000",Murueta,0.0
2020,,,Muskiz,"Per 10,000",Muskiz,71.4
2022,,,Muskiz,"Per 10,000",Muskiz,45.9
2019,,,Muskiz,"Per 10,000",Muskiz,42.0
2023,,,Muskiz,"Per 10,000",Muskiz,89.5
2021,,,Muskiz,"Per 10,000",Muskiz,32.1
2022,,,Mutiloa,"Per 10,000",Mutiloa,0.0
2020,,,Mutiloa,"Per 10,000",Mutiloa,0.0
2019,,,Mutiloa,"Per 10,000",Mutiloa,0.0
2021,,,Mutiloa,"Per 10,000",Mutiloa,0.0
2023,,,Mutiloa,"Per 10,000",Mutiloa,0.0
2023,,,Mutriku,"Per 10,000",Mutriku,22.5
2021,,,Mutriku,"Per 10,000",Mutriku,34.1
2019,,,Mutriku,"Per 10,000",Mutriku,34.2
2020,,,Mutriku,"Per 10,000",Mutriku,22.7
2022,,,Mutriku,"Per 10,000",Mutriku,56.6
2023,,,Muxika,"Per 10,000",Muxika,14.1
2022,,,Muxika,"Per 10,000",Muxika,28.1
2020,,,Muxika,"Per 10,000",Muxika,56.3
2021,,,Muxika,"Per 10,000",Muxika,28.6
2019,,,Muxika,"Per 10,000",Muxika,13.7
2020,,,Nabarniz,"Per 10,000",Nabarniz,0.0
2022,,,Nabarniz,"Per 10,000",Nabarniz,72.5
2021,,,Nabarniz,"Per 10,000",Nabarniz,71.9
2019,,,Nabarniz,"Per 10,000",Nabarniz,0.0
2023,,,Nabarniz,"Per 10,000",Nabarniz,0.0
2019,,,Navaridas,"Per 10,000",Navaridas,0.0
2021,,,Navaridas,"Per 10,000",Navaridas,0.0
2023,,,Navaridas,"Per 10,000",Navaridas,0.0
2022,,,Navaridas,"Per 10,000",Navaridas,0.0
2020,,,Navaridas,"Per 10,000",Navaridas,0.0
2022,,,Oiartzun,"Per 10,000",Oiartzun,26.7
2021,,,Oiartzun,"Per 10,000",Oiartzun,32.3
2019,,,Oiartzun,"Per 10,000",Oiartzun,28.3
2020,,,Oiartzun,"Per 10,000",Oiartzun,32.2
2023,,,Oiartzun,"Per 10,000",Oiartzun,30.5
2019,,,Okondo,"Per 10,000",Okondo,17.5
2023,,,Okondo,"Per 10,000",Okondo,36.4
2020,,,Okondo,"Per 10,000",Okondo,0.0
2021,,,Okondo,"Per 10,000",Okondo,0.0
2022,,,Okondo,"Per 10,000",Okondo,18.3
2022,,,Olaberria,"Per 10,000",Olaberria,22.5
2023,,,Olaberria,"Per 10,000",Olaberria,66.7
2019,,,Olaberria,"Per 10,000",Olaberria,0.0
2020,,,Olaberria,"Per 10,000",Olaberria,44.2
2021,,,Olaberria,"Per 10,000",Olaberria,22.1
2022,,,Ondarroa,"Per 10,000",Ondarroa,40.8
2019,,,Ondarroa,"Per 10,000",Ondarroa,18.8
2020,,,Ondarroa,"Per 10,000",Ondarroa,26.0
2023,,,Ondarroa,"Per 10,000",Ondarroa,29.1
2021,,,Ondarroa,"Per 10,000",Ondarroa,14.3
2022,,,Oñati,"Per 10,000",Oñati,22.4
2020,,,Oñati,"Per 10,000",Oñati,13.8
2019,,,Oñati,"Per 10,000",Oñati,15.5
2021,,,Oñati,"Per 10,000",Oñati,5.2
2023,,,Oñati,"Per 10,000",Oñati,18.8
2019,,,Ordizia,"Per 10,000",Ordizia,21.6
2021,,,Ordizia,"Per 10,000",Ordizia,31.5
2023,,,Ordizia,"Per 10,000",Ordizia,32.8
2020,,,Ordizia,"Per 10,000",Ordizia,39.3
2022,,,Ordizia,"Per 10,000",Ordizia,42.8
2023,,,Orendain,"Per 10,000",Orendain,0.0
2019,,,Orendain,"Per 10,000",Orendain,92.6
2021,,,Orendain,"Per 10,000",Orendain,0.0
2020,,,Orendain,"Per 10,000",Orendain,87.0
2022,,,Orendain,"Per 10,000",Orendain,0.0
2022,,,Orexa,"Per 10,000",Orexa,0.0
2020,,,Orexa,"Per 10,000",Orexa,0.0
2019,,,Orexa,"Per 10,000",Orexa,0.0
2021,,,Orexa,"Per 10,000",Orexa,0.0
2023,,,Orexa,"Per 10,000",Orexa,0.0
2019,,,Orio,"Per 10,000",Orio,23.1
2023,,,Orio,"Per 10,000",Orio,42.9
2021,,,Orio,"Per 10,000",Orio,26.4
2020,,,Orio,"Per 10,000",Orio,36.1
2022,,,Orio,"Per 10,000",Orio,36.4
2021,,,Ormaiztegi,"Per 10,000",Ormaiztegi,0.0
2023,,,Ormaiztegi,"Per 10,000",Ormaiztegi,16.2
2022,,,Ormaiztegi,"Per 10,000",Ormaiztegi,16.2
2020,,,Ormaiztegi,"Per 10,000",Ormaiztegi,0.0
2019,,,Ormaiztegi,"Per 10,000",Ormaiztegi,15.5
2020,,,Orozko,"Per 10,000",Orozko,51.5
2021,,,Orozko,"Per 10,000",Orozko,36.1
2019,,,Orozko,"Per 10,000",Orozko,7.5
2023,,,Orozko,"Per 10,000",Orozko,22.0
2022,,,Orozko,"Per 10,000",Orozko,7.2
2019,,,Ortuella,"Per 10,000",Ortuella,65.2
2021,,,Ortuella,"Per 10,000",Ortuella,67.2
2022,,,Ortuella,"Per 10,000",Ortuella,50.7
2020,,,Ortuella,"Per 10,000",Ortuella,60.6
2023,,,Ortuella,"Per 10,000",Ortuella,54.9
2019,,,Otxandio,"Per 10,000",Otxandio,29.9
2021,,,Otxandio,"Per 10,000",Otxandio,0.0
2020,,,Otxandio,"Per 10,000",Otxandio,30.0
2023,,,Otxandio,"Per 10,000",Otxandio,77.0
2022,,,Otxandio,"Per 10,000",Otxandio,0.0
2023,,,Oyón-Oion,"Per 10,000",Oyón-Oion,51.8
2020,,,Oyón-Oion,"Per 10,000",Oyón-Oion,40.2
2019,,,Oyón-Oion,"Per 10,000",Oyón-Oion,11.6
2021,,,Oyón-Oion,"Per 10,000",Oyón-Oion,17.1
2022,,,Oyón-Oion,"Per 10,000",Oyón-Oion,22.7
2020,,,Pasaia,"Per 10,000",Pasaia,41.5
2022,,,Pasaia,"Per 10,000",Pasaia,51.1
2019,,,Pasaia,"Per 10,000",Pasaia,47.2
2021,,,Pasaia,"Per 10,000",Pasaia,46.5
2023,,,Pasaia,"Per 10,000",Pasaia,52.0
2021,,,Peñacerrada-Urizaharra,"Per 10,000",Peñacerrada-Urizaharra,0.0
2020,,,Peñacerrada-Urizaharra,"Per 10,000",Peñacerrada-Urizaharra,78.1
2019,,,Peñacerrada-Urizaharra,"Per 10,000",Peñacerrada-Urizaharra,0.0
2023,,,Peñacerrada-Urizaharra,"Per 10,000",Peñacerrada-Urizaharra,0.0
2022,,,Peñacerrada-Urizaharra,"Per 10,000",Peñacerrada-Urizaharra,0.0
2019,,,Plentzia,"Per 10,000",Plentzia,35.6
2020,,,Plentzia,"Per 10,000",Plentzia,52.4
2022,,,Plentzia,"Per 10,000",Plentzia,43.7
2021,,,Plentzia,"Per 10,000",Plentzia,30.4
2023,,,Plentzia,"Per 10,000",Plentzia,30.6
2023,,,Portugalete,"Per 10,000",Portugalete,49.7
2019,,,Portugalete,"Per 10,000",Portugalete,34.9
2022,,,Portugalete,"Per 10,000",Portugalete,42.5
2021,,,Portugalete,"Per 10,000",Portugalete,44.3
2020,,,Portugalete,"Per 10,000",Portugalete,35.9
2022,,,Ribera Baja/Erriberabeitia,"Per 10,000",Ribera Baja/Erriberabeitia,80.3
2019,,,Ribera Baja/Erriberabeitia,"Per 10,000",Ribera Baja/Erriberabeitia,0.0
2023,,,Ribera Baja/Erriberabeitia,"Per 10,000",Ribera Baja/Erriberabeitia,39.4
2020,,,Ribera Baja/Erriberabeitia,"Per 10,000",Ribera Baja/Erriberabeitia,66.7
2021,,,Ribera Baja/Erriberabeitia,"Per 10,000",Ribera Baja/Erriberabeitia,13.5
2023,,,Samaniego,"Per 10,000",Samaniego,0.0
2019,,,Samaniego,"Per 10,000",Samaniego,0.0
2022,,,Samaniego,"Per 10,000",Samaniego,69.9
2020,,,Samaniego,"Per 10,000",Samaniego,0.0
2021,,,Samaniego,"Per 10,000",Samaniego,0.0
2020,,,San Millán/Donemiliaga,"Per 10,000",San Millán/Donemiliaga,61.7
2021,,,San Millán/Donemiliaga,"Per 10,000",San Millán/Donemiliaga,30.3
2022,,,San Millán/Donemiliaga,"Per 10,000",San Millán/Donemiliaga,29.8
2019,,,San Millán/Donemiliaga,"Per 10,000",San Millán/Donemiliaga,94.0
2023,,,San Millán/Donemiliaga,"Per 10,000",San Millán/Donemiliaga,60.8
2023,,,Santurtzi,"Per 10,000",Santurtzi,63.0
2022,,,Santurtzi,"Per 10,000",Santurtzi,59.8
2021,,,Santurtzi,"Per 10,000",Santurtzi,55.3
2020,,,Santurtzi,"Per 10,000",Santurtzi,37.8
2019,,,Santurtzi,"Per 10,000",Santurtzi,33.6
2019,,,Segura,"Per 10,000",Segura,0.0
2021,,,Segura,"Per 10,000",Segura,0.0
2023,,,Segura,"Per 10,000",Segura,0.0
2022,,,Segura,"Per 10,000",Segura,0.0
2020,,,Segura,"Per 10,000",Segura,26.7
2021,,,Sestao,"Per 10,000",Sestao,73.3
2019,,,Sestao,"Per 10,000",Sestao,77.1
2023,,,Sestao,"Per 10,000",Sestao,84.7
2022,,,Sestao,"Per 10,000",Sestao,72.7
2020,,,Sestao,"Per 10,000",Sestao,87.4
2023,,,Sondika,"Per 10,000",Sondika,33.8
2020,,,Sondika,"Per 10,000",Sondika,21.2
2019,,,Sondika,"Per 10,000",Sondika,21.2
2022,,,Sondika,"Per 10,000",Sondika,16.9
2021,,,Sondika,"Per 10,000",Sondika,46.9
2023,,,Sopela,"Per 10,000",Sopela,20.1
2020,,,Sopela,"Per 10,000",Sopela,22.5
2019,,,Sopela,"Per 10,000",Sopela,21.2
2022,,,Sopela,"Per 10,000",Sopela,26.1
2021,,,Sopela,"Per 10,000",Sopela,42.9
2023,,,Sopuerta,"Per 10,000",Sopuerta,14.6
2019,,,Sopuerta,"Per 10,000",Sopuerta,15.9
2022,,,Sopuerta,"Per 10,000",Sopuerta,0.0
2021,,,Sopuerta,"Per 10,000",Sopuerta,37.2
2020,,,Sopuerta,"Per 10,000",Sopuerta,23.1
2021,,,Soraluze-Placencia de las Armas,"Per 10,000",Soraluze-Placencia de las Armas,37.3
2019,,,Soraluze-Placencia de las Armas,"Per 10,000",Soraluze-Placencia de las Armas,30.5
2020,,,Soraluze-Placencia de las Armas,"Per 10,000",Soraluze-Placencia de las Armas,31.1
2022,,,Soraluze-Placencia de las Armas,"Per 10,000",Soraluze-Placencia de las Armas,49.6
2023,,,Soraluze-Placencia de las Armas,"Per 10,000",Soraluze-Placencia de las Armas,27.7
2020,,,Sukarrieta,"Per 10,000",Sukarrieta,0.0
2019,,,Sukarrieta,"Per 10,000",Sukarrieta,59.9
2023,,,Sukarrieta,"Per 10,000",Sukarrieta,57.1
2022,,,Sukarrieta,"Per 10,000",Sukarrieta,58.5
2021,,,Sukarrieta,"Per 10,000",Sukarrieta,0.0
2023,,,Tolosa,"Per 10,000",Tolosa,44.9
2020,,,Tolosa,"Per 10,000",Tolosa,21.8
2022,,,Tolosa,"Per 10,000",Tolosa,35.2
2021,,,Tolosa,"Per 10,000",Tolosa,37.5
2019,,,Tolosa,"Per 10,000",Tolosa,21.1
2021,,,Trucios-Turtzioz,"Per 10,000",Trucios-Turtzioz,0.0
2022,,,Trucios-Turtzioz,"Per 10,000",Trucios-Turtzioz,0.0
2019,,,Trucios-Turtzioz,"Per 10,000",Trucios-Turtzioz,39.4
2020,,,Trucios-Turtzioz,"Per 10,000",Trucios-Turtzioz,0.0
2023,,,Trucios-Turtzioz,"Per 10,000",Trucios-Turtzioz,152.7
2021,,,Ubide,"Per 10,000",Ubide,0.0
2020,,,Ubide,"Per 10,000",Ubide,0.0
2019,,,Ubide,"Per 10,000",Ubide,0.0
2023,,,Ubide,"Per 10,000",Ubide,112.4
2022,,,Ubide,"Per 10,000",Ubide,0.0
2021,,,Ugao-Miraballes,"Per 10,000",Ugao-Miraballes,54.4
2020,,,Ugao-Miraballes,"Per 10,000",Ugao-Miraballes,64.1
2019,,,Ugao-Miraballes,"Per 10,000",Ugao-Miraballes,39.5
2022,,,Ugao-Miraballes,"Per 10,000",Ugao-Miraballes,39.4
2023,,,Ugao-Miraballes,"Per 10,000",Ugao-Miraballes,19.6
2020,,,Urduliz,"Per 10,000",Urduliz,29.7
2019,,,Urduliz,"Per 10,000",Urduliz,23.1
2023,,,Urduliz,"Per 10,000",Urduliz,28.5
2022,,,Urduliz,"Per 10,000",Urduliz,18.9
2021,,,Urduliz,"Per 10,000",Urduliz,39.5
2022,,,Urduña/Orduña,"Per 10,000",Urduña/Orduña,55.2
2019,,,Urduña/Orduña,"Per 10,000",Urduña/Orduña,54.5
2023,,,Urduña/Orduña,"Per 10,000",Urduña/Orduña,35.2
2021,,,Urduña/Orduña,"Per 10,000",Urduña/Orduña,35.2
2020,,,Urduña/Orduña,"Per 10,000",Urduña/Orduña,24.9
2021,,,Urkabustaiz,"Per 10,000",Urkabustaiz,0.0
2019,,,Urkabustaiz,"Per 10,000",Urkabustaiz,29.4
2020,,,Urkabustaiz,"Per 10,000",Urkabustaiz,43.6
2022,,,Urkabustaiz,"Per 10,000",Urkabustaiz,29.0
2023,,,Urkabustaiz,"Per 10,000",Urkabustaiz,0.0
2021,,,Urnieta,"Per 10,000",Urnieta,26.0
2019,,,Urnieta,"Per 10,000",Urnieta,16.1
2022,,,Urnieta,"Per 10,000",Urnieta,52.2
2023,,,Urnieta,"Per 10,000",Urnieta,35.6
2020,,,Urnieta,"Per 10,000",Urnieta,54.9
2022,,,Urretxu,"Per 10,000",Urretxu,5.9
2019,,,Urretxu,"Per 10,000",Urretxu,17.6
2021,,,Urretxu,"Per 10,000",Urretxu,53.1
2023,,,Urretxu,"Per 10,000",Urretxu,23.6
2020,,,Urretxu,"Per 10,000",Urretxu,26.5
2023,,,Usurbil,"Per 10,000",Usurbil,15.7
2021,,,Usurbil,"Per 10,000",Usurbil,9.8
2020,,,Usurbil,"Per 10,000",Usurbil,19.5
2022,,,Usurbil,"Per 10,000",Usurbil,16.2
2019,,,Usurbil,"Per 10,000",Usurbil,67.5
2021,,,Valdegovía/Gaubea,"Per 10,000",Valdegovía/Gaubea,57.1
2020,,,Valdegovía/Gaubea,"Per 10,000",Valdegovía/Gaubea,40.2
2023,,,Valdegovía/Gaubea,"Per 10,000",Valdegovía/Gaubea,97.3
2019,,,Valdegovía/Gaubea,"Per 10,000",Valdegovía/Gaubea,41.7
2022,,,Valdegovía/Gaubea,"Per 10,000",Valdegovía/Gaubea,56.5
2021,,,Valle de Trápaga-Trapagaran,"Per 10,000",Valle de Trápaga-Trapagaran,68.8
2020,,,Valle de Trápaga-Trapagaran,"Per 10,000",Valle de Trápaga-Trapagaran,31.0
2019,,,Valle de Trápaga-Trapagaran,"Per 10,000",Valle de Trápaga-Trapagaran,40.6
2023,,,Valle de Trápaga-Trapagaran,"Per 10,000",Valle de Trápaga-Trapagaran,51.0
2022,,,Valle de Trápaga-Trapagaran,"Per 10,000",Valle de Trápaga-Trapagaran,63.9
2020,,,Villabona,"Per 10,000",Villabona,30.5
2019,,,Villabona,"Per 10,000",Villabona,40.3
2021,,,Villabona,"Per 10,000",Villabona,20.6
2023,,,Villabona,"Per 10,000",Villabona,30.5
2022,,,Villabona,"Per 10,000",Villabona,30.9
2021,,,Villabuena de Álava/Eskuernaga,"Per 10,000",Villabuena de Álava/Eskuernaga,70.9
2022,,,Villabuena de Álava/Eskuernaga,"Per 10,000",Villabuena de Álava/Eskuernaga,71.9
2019,,,Villabuena de Álava/Eskuernaga,"Per 10,000",Villabuena de Álava/Eskuernaga,69.0
2020,,,Villabuena de Álava/Eskuernaga,"Per 10,000",Villabuena de Álava/Eskuernaga,0.0
2023,,,Villabuena de Álava/Eskuernaga,"Per 10,000",Villabuena de Álava/Eskuernaga,144.9
2023,,,Vitoria-Gasteiz,"Per 10,000",Vitoria-Gasteiz,50.4
2021,,,Vitoria-Gasteiz,"Per 10,000",Vitoria-Gasteiz,36.8
2020,,,Vitoria-Gasteiz,"Per 10,000",Vitoria-Gasteiz,34.4
2019,,,Vitoria-Gasteiz,"Per 10,000",Vitoria-Gasteiz,39.7
2022,,,Vitoria-Gasteiz,"Per 10,000",Vitoria-Gasteiz,42.8
2021,,,Yécora/Iekora,"Per 10,000",Yécora/Iekora,86.2
2023,,,Yécora/Iekora,"Per 10,000",Yécora/Iekora,0.0
2019,,,Yécora/Iekora,"Per 10,000",Yécora/Iekora,0.0
2022,,,Yécora/Iekora,"Per 10,000",Yécora/Iekora,0.0
2020,,,Yécora/Iekora,"Per 10,000",Yécora/Iekora,0.0
2022,,,Zaldibar,"Per 10,000",Zaldibar,13.3
2021,,,Zaldibar,"Per 10,000",Zaldibar,6.6
2020,,,Zaldibar,"Per 10,000",Zaldibar,26.4
2019,,,Zaldibar,"Per 10,000",Zaldibar,26.4
2023,,,Zaldibar,"Per 10,000",Zaldibar,60.0
2019,,,Zaldibia,"Per 10,000",Zaldibia,0.0
2023,,,Zaldibia,"Per 10,000",Zaldibia,0.0
2021,,,Zaldibia,"Per 10,000",Zaldibia,12.4
2020,,,Zaldibia,"Per 10,000",Zaldibia,0.0
2022,,,Zaldibia,"Per 10,000",Zaldibia,0.0
2019,,,Zalduondo,"Per 10,000",Zalduondo,0.0
2021,,,Zalduondo,"Per 10,000",Zalduondo,0.0
2023,,,Zalduondo,"Per 10,000",Zalduondo,0.0
2022,,,Zalduondo,"Per 10,000",Zalduondo,0.0
2020,,,Zalduondo,"Per 10,000",Zalduondo,0.0
2021,,,Zalla,"Per 10,000",Zalla,49.6
2020,,,Zalla,"Per 10,000",Zalla,35.0
2019,,,Zalla,"Per 10,000",Zalla,32.6
2022,,,Zalla,"Per 10,000",Zalla,28.3
2023,,,Zalla,"Per 10,000",Zalla,59.5
2019,,,Zambrana,"Per 10,000",Zambrana,47.8
2021,,,Zambrana,"Per 10,000",Zambrana,0.0
2022,,,Zambrana,"Per 10,000",Zambrana,52.4
2020,,,Zambrana,"Per 10,000",Zambrana,47.4
2023,,,Zambrana,"Per 10,000",Zambrana,0.0
2023,,,Zamudio,"Per 10,000",Zamudio,62.0
2022,,,Zamudio,"Per 10,000",Zamudio,87.0
2020,,,Zamudio,"Per 10,000",Zamudio,36.6
2021,,,Zamudio,"Per 10,000",Zamudio,68.2
2019,,,Zamudio,"Per 10,000",Zamudio,18.1
2019,,,Zaratamo,"Per 10,000",Zaratamo,23.9
2020,,,Zaratamo,"Per 10,000",Zaratamo,106.6
2023,,,Zaratamo,"Per 10,000",Zaratamo,12.3
2022,,,Zaratamo,"Per 10,000",Zaratamo,24.7
2021,,,Zaratamo,"Per 10,000",Zaratamo,71.7
2020,,,Zarautz,"Per 10,000",Zarautz,10.8
2022,,,Zarautz,"Per 10,000",Zarautz,31.1
2019,,,Zarautz,"Per 10,000",Zarautz,13.4
2021,,,Zarautz,"Per 10,000",Zarautz,18.4
2023,,,Zarautz,"Per 10,000",Zarautz,30.0
2022,,,Zeanuri,"Per 10,000",Zeanuri,47.4
2020,,,Zeanuri,"Per 10,000",Zeanuri,32.8
2019,,,Zeanuri,"Per 10,000",Zeanuri,16.6
2021,,,Zeanuri,"Per 10,000",Zeanuri,48.1
2023,,,Zeanuri,"Per 10,000",Zeanuri,15.9
2019,,,Zeberio,"Per 10,000",Zeberio,37.2
2023,,,Zeberio,"Per 10,000",Zeberio,54.9
2021,,,Zeberio,"Per 10,000",Zeberio,37.4
2020,,,Zeberio,"Per 10,000",Zeberio,37.2
2022,,,Zeberio,"Per 10,000",Zeberio,18.8
2022,,,Zegama,"Per 10,000",Zegama,13.6
2020,,,Zegama,"Per 10,000",Zegama,13.5
2021,,,Zegama,"Per 10,000",Zegama,13.4
2019,,,Zegama,"Per 10,000",Zegama,0.0
2023,,,Zegama,"Per 10,000",Zegama,0.0
2020,,,Zerain,"Per 10,000",Zerain,68.0
2021,,,Zerain,"Per 10,000",Zerain,0.0
2019,,,Zerain,"Per 10,000",Zerain,137.9
2023,,,Zerain,"Per 10,000",Zerain,0.0
2022,,,Zerain,"Per 10,000",Zerain,0.0
2020,,,Zestoa,"Per 10,000",Zestoa,27.3
2023,,,Zestoa,"Per 10,000",Zestoa,27.4
2019,,,Zestoa,"Per 10,000",Zestoa,16.3
2022,,,Zestoa,"Per 10,000",Zestoa,44.6
2021,,,Zestoa,"Per 10,000",Zestoa,22.3
2023,,,Zierbena,"Per 10,000",Zierbena,99.7
2019,,,Zierbena,"Per 10,000",Zierbena,14.1
2022,,,Zierbena,"Per 10,000",Zierbena,86.7
2020,,,Zierbena,"Per 10,000",Zierbena,84.2
2021,,,Zierbena,"Per 10,000",Zierbena,85.5
2019,,,Zigoitia,"Per 10,000",Zigoitia,0.0
2022,,,Zigoitia,"Per 10,000",Zigoitia,47.4
2020,,,Zigoitia,"Per 10,000",Zigoitia,12.3
2021,,,Zigoitia,"Per 10,000",Zigoitia,23.7
2023,,,Zigoitia,"Per 10,000",Zigoitia,34.8
2020,,,Ziortza-Bolibar,"Per 10,000",Ziortza-Bolibar,0.0
2021,,,Ziortza-Bolibar,"Per 10,000",Ziortza-Bolibar,0.0
2019,,,Ziortza-Bolibar,"Per 10,000",Ziortza-Bolibar,0.0
2023,,,Ziortza-Bolibar,"Per 10,000",Ziortza-Bolibar,0.0
2022,,,Ziortza-Bolibar,"Per 10,000",Ziortza-Bolibar,160.4
2020,,,Zizurkil,"Per 10,000",Zizurkil,20.2
2023,,,Zizurkil,"Per 10,000",Zizurkil,20.8
2019,,,Zizurkil,"Per 10,000",Zizurkil,13.2
2022,,,Zizurkil,"Per 10,000",Zizurkil,27.8
2021,,,Zizurkil,"Per 10,000",Zizurkil,34.5
2019,,,Zuia,"Per 10,000",Zuia,0.0
2021,,,Zuia,"Per 10,000",Zuia,8.9
2020,,,Zuia,"Per 10,000",Zuia,17.7
2022,,,Zuia,"Per 10,000",Zuia,17.9
2023,,,Zuia,"Per 10,000",Zuia,34.3
2020,,,Zumaia,"Per 10,000",Zumaia,12.0
2022,,,Zumaia,"Per 10,000",Zumaia,19.7
2019,,,Zumaia,"Per 10,000",Zumaia,22.2
2021,,,Zumaia,"Per 10,000",Zumaia,21.8
2023,,,Zumaia,"Per 10,000",Zumaia,15.8
2023,,,Zumarraga,"Per 10,000",Zumarraga,24.7
2019,,,Zumarraga,"Per 10,000",Zumarraga,11.2
2020,,,Zumarraga,"Per 10,000",Zumarraga,12.3
2022,,,Zumarraga,"Per 10,000",Zumarraga,18.6
2021,,,Zumarraga,"Per 10,000",Zumarraga,9.1
2020,,Añana (county),,"Per 10,000",Añana (county),42.4
2023,,Añana (county),,"Per 10,000",Añana (county),31.4
2019,,Añana (county),,"Per 10,000",Añana (county),28.8
2022,,Añana (county),,"Per 10,000",Añana (county),52.7
2021,,Añana (county),,"Per 10,000",Añana (county),38.5
2023,,Arabako Errioxa / Rioja Alavesa,,"Per 10,000",Arabako Errioxa / Rioja Alavesa,32.0
2019,,Arabako Errioxa / Rioja Alavesa,,"Per 10,000",Arabako Errioxa / Rioja Alavesa,21.4
2022,,Arabako Errioxa / Rioja Alavesa,,"Per 10,000",Arabako Errioxa / Rioja Alavesa,22.9
2020,,Arabako Errioxa / Rioja Alavesa,,"Per 10,000",Arabako Errioxa / Rioja Alavesa,26.6
2021,,Arabako Errioxa / Rioja Alavesa,,"Per 10,000",Arabako Errioxa / Rioja Alavesa,19.5
2020,,Arabako Kantaurialdea / Cantábrica Alavesa,,"Per 10,000",Arabako Kantaurialdea / Cantábrica Alavesa,20.4
2021,,Arabako Kantaurialdea / Cantábrica Alavesa,,"Per 10,000",Arabako Kantaurialdea / Cantábrica Alavesa,24.5
2019,,Arabako Kantaurialdea / Cantábrica Alavesa,,"Per 10,000",Arabako Kantaurialdea / Cantábrica Alavesa,26.6
2023,,Arabako Kantaurialdea / Cantábrica Alavesa,,"Per 10,000",Arabako Kantaurialdea / Cantábrica Alavesa,39.9
2022,,Arabako Kantaurialdea / Cantábrica Alavesa,,"Per 10,000",Arabako Kantaurialdea / Cantábrica Alavesa,41.7
2022,,Arabako Lautada / Llanada Alavesa,,"Per 10,000",Arabako Lautada / Llanada Alavesa,42.9
2019,,Arabako Lautada / Llanada Alavesa,,"Per 10,000",Arabako Lautada / Llanada Alavesa,38.8
2020,,Arabako Lautada / Llanada Alavesa,,"Per 10,000",Arabako Lautada / Llanada Alavesa,35.1
2021,,Arabako Lautada / Llanada Alavesa,,"Per 10,000",Arabako Lautada / Llanada Alavesa,36.0
2023,,Arabako Lautada / Llanada Alavesa,,"Per 10,000",Arabako Lautada / Llanada Alavesa,50.1
2019,,Arabako Mendialdea / Montaña Alavesa,,"Per 10,000",Arabako Mendialdea / Montaña Alavesa,7.5
2022,,Arabako Mendialdea / Montaña Alavesa,,"Per 10,000",Arabako Mendialdea / Montaña Alavesa,13.8
2023,,Arabako Mendialdea / Montaña Alavesa,,"Per 10,000",Arabako Mendialdea / Montaña Alavesa,41.8
2020,,Arabako Mendialdea / Montaña Alavesa,,"Per 10,000",Arabako Mendialdea / Montaña Alavesa,14.6
2021,,Arabako Mendialdea / Montaña Alavesa,,"Per 10,000",Arabako Mendialdea / Montaña Alavesa,13.9
2023,,Arratia Nerbioi / Arratia-Nervión,,"Per 10,000",Arratia Nerbioi / Arratia-Nervión,46.7
2022,,Arratia Nerbioi / Arratia-Nervión,,"Per 10,000",Arratia Nerbioi / Arratia-Nervión,36.7
2019,,Arratia Nerbioi / Arratia-Nervión,,"Per 10,000",Arratia Nerbioi / Arratia-Nervión,33.7
2021,,Arratia Nerbioi / Arratia-Nervión,,"Per 10,000",Arratia Nerbioi / Arratia-Nervión,33.4
2020,,Arratia Nerbioi / Arratia-Nervión,,"Per 10,000",Arratia Nerbioi / Arratia-Nervión,40.1
2023,,Bidasoa Beherea / Bajo Bidasoa,,"Per 10,000",Bidasoa Beherea / Bajo Bidasoa,62.4
2021,,Bidasoa Beherea / Bajo Bidasoa,,"Per 10,000",Bidasoa Beherea / Bajo Bidasoa,44.3
2019,,Bidasoa Beherea / Bajo Bidasoa,,"Per 10,000",Bidasoa Beherea / Bajo Bidasoa,46.7
2020,,Bidasoa Beherea / Bajo Bidasoa,,"Per 10,000",Bidasoa Beherea / Bajo Bidasoa,40.0
2022,,Bidasoa Beherea / Bajo Bidasoa,,"Per 10,000",Bidasoa Beherea / Bajo Bidasoa,54.6
2019,,Bilbo Handia / Gran Bilbao,,"Per 10,000",Bilbo Handia / Gran Bilbao,39.5
2021,,Bilbo Handia / Gran Bilbao,,"Per 10,000",Bilbo Handia / Gran Bilbao,37.4
2020,,Bilbo Handia / Gran Bilbao,,"Per 10,000",Bilbo Handia / Gran Bilbao,37.1
2023,,Bilbo Handia / Gran Bilbao,,"Per 10,000",Bilbo Handia / Gran Bilbao,46.0
